index	name	color
1	gm-cube-1	#d77504
2	gm-cube-2	#236d13
3	gm-cube-3	#671836
4	gm-cube-4	#a90e64
5	gm-cube-5	#92d440
6	gm-cube-6	#1c3cd3
7	gm-cube-7	#1caa4e
8	gm-cube-8	#838cb6
9	gm-cube-9	#5d2757
10	gm-cube-10	#28121e
11	gm-cube-11	#ab9882
12	gm-cube-12	#cb7921
13	gm-cube-13	#2267cd
14	gm-cube-14	#14c37a
15	gm-cube-15	#5cfec0
16	gm-cube-16	#397597
17	gm-cube-17	#7cb556
18	gm-cube-18	#7e1e30
19	gm-cube-19	#975076
20	gm-cube-20	#2050c5
21	gm-cube-21	#4cc3ba
22	gm-cube-22	#50b833
23	gm-cube-23	#fe9caa
24	gm-cube-24	#e83a52
25	gm-cube-25	#36b85c
26	gm-cube-26	#c8636e
27	gm-cube-27	#e781b7
28	gm-cube-28	#0d0a43
29	gm-cube-29	#5b1e60
30	gm-cube-30	#53f245
31	gm-cube-31	#2fd46a
32	gm-cube-32	#6a83af
33	gm-cube-33	#199c5c
34	gm-cube-34	#813f97
35	gm-cube-35	#abda05
36	gm-cube-36	#c72906
37	gm-cube-37	#7de0d1
38	gm-cube-38	#ff398c
39	gm-cube-39	#d16c4b
40	gm-cube-40	#9e9058
41	gm-cube-41	#1ee664
42	gm-cube-42	#1c81de
43	gm-cube-43	#43f38f
44	gm-cube-44	#bacc7e
45	gm-cube-45	#610c17
46	gm-cube-46	#dae0a1
47	gm-cube-47	#c07a91
48	gm-cube-48	#ad2f26
49	gm-cube-49	#eb4107
50	gm-cube-50	#5d425d
51	gm-cube-51	#1a1419
52	gm-cube-52	#baf0ad
53	gm-cube-53	#c32a47
54	gm-cube-54	#44d820
55	gm-cube-55	#dc0ea3
56	gm-cube-56	#2c0b2e
57	gm-cube-57	#ad51f9
58	gm-cube-58	#543c86
59	gm-cube-59	#869030
60	gm-cube-60	#39106a
61	gm-cube-61	#3d88f7
62	gm-cube-62	#e4bf0f
63	gm-cube-63	#88f0c6
64	gm-cube-64	#2d3136
65	gm-cube-65	#c05daa
66	gm-cube-66	#654004
67	gm-cube-67	#d511c4
68	gm-cube-68	#080559
69	gm-cube-69	#3df20a
70	gm-cube-70	#3ada5a
71	gm-cube-71	#351b3e
72	gm-cube-72	#fb8fa9
73	gm-cube-73	#e0e1db
74	gm-cube-74	#62dd4a
75	gm-cube-75	#20cfbb
76	gm-cube-76	#b58eb7
77	gm-cube-77	#d2ce75
78	gm-cube-78	#9bf1ac
79	gm-cube-79	#98ad8f
80	gm-cube-80	#8e2cbd
81	gm-cube-81	#b4658f
82	gm-cube-82	#a6f721
83	gm-cube-83	#f34446
84	gm-cube-84	#6d5124
85	gm-cube-85	#c11265
86	gm-cube-86	#eb1fc8
87	gm-cube-87	#f321f4
88	gm-cube-88	#bf582b
89	gm-cube-89	#bdaa4f
90	gm-cube-90	#c1d1ba
91	gm-cube-91	#128e63
92	gm-cube-92	#bdb689
93	gm-cube-93	#8bfd3e
94	gm-cube-94	#a2c6b0
95	gm-cube-95	#ead182
96	gm-cube-96	#ca8ea9
97	gm-cube-97	#9f3b20
98	gm-cube-98	#15d6b5
99	gm-cube-99	#7d1ff4
100	gm-cube-100	#0cf19f
101	gm-cube-101	#bc3517
102	gm-cube-102	#c64da1
103	gm-cube-103	#9a1db7
104	gm-cube-104	#acecde
105	gm-cube-105	#dc7a4b
106	gm-cube-106	#0a91cd
107	gm-cube-107	#ab1d93
108	gm-cube-108	#8bfe1f
109	gm-cube-109	#c52cb5
110	gm-cube-110	#7c7199
111	gm-cube-111	#86fca0
112	gm-cube-112	#9a122b
113	gm-cube-113	#a3fbef
114	gm-cube-114	#652693
115	gm-cube-115	#0f5e6b
116	gm-cube-116	#0a079f
117	gm-cube-117	#e463a3
118	gm-cube-118	#a97a30
119	gm-cube-119	#bba4b9
120	gm-cube-120	#0bedbb
121	gm-cube-121	#637a72
122	gm-cube-122	#e4745a
123	gm-cube-123	#aebf44
124	gm-cube-124	#5f276f
125	gm-cube-125	#def897
126	gm-cube-126	#f93c16
127	gm-cube-127	#59fcf6
128	gm-cube-128	#b17045
129	gm-cube-129	#6b5d2a
130	gm-cube-130	#2bca54
131	gm-cube-131	#28f79b
132	gm-cube-132	#04acb2
133	gm-cube-133	#8ddeb3
134	gm-cube-134	#f06eac
135	gm-cube-135	#d4c092
136	gm-cube-136	#a5c40b
137	gm-cube-137	#f82501
138	gm-cube-138	#8424c5
139	gm-cube-139	#fadbf2
140	gm-cube-140	#ab74b3
141	gm-cube-141	#e1e0f6
142	gm-cube-142	#e702e3
143	gm-cube-143	#855b05
144	gm-cube-144	#0cf2ac
145	gm-cube-145	#19b7ec
146	gm-cube-146	#d32993
147	gm-cube-147	#0acb66
148	gm-cube-148	#383295
149	gm-cube-149	#59e878
150	gm-cube-150	#781cc8
151	gm-cube-151	#5b66f7
152	gm-cube-152	#100c8d
153	gm-cube-153	#57c502
154	gm-cube-154	#6ea50f
155	gm-cube-155	#133c5b
156	gm-cube-156	#c133f9
157	gm-cube-157	#ae7fc3
158	gm-cube-158	#5a6bfd
159	gm-cube-159	#f483f8
160	gm-cube-160	#b1a94b
161	gm-cube-161	#ea6160
162	gm-cube-162	#08cdd6
163	gm-cube-163	#a0c664
164	gm-cube-164	#98c6e5
165	gm-cube-165	#c27655
166	gm-cube-166	#719595
167	gm-cube-167	#077629
168	gm-cube-168	#1bc1ae
169	gm-cube-169	#b8a6ba
170	gm-cube-170	#567823
171	gm-cube-171	#dbbb19
172	gm-cube-172	#747243
173	gm-cube-173	#436f7b
174	gm-cube-174	#236885
175	gm-cube-175	#1fef94
176	gm-cube-176	#c1e607
177	gm-cube-177	#206b3a
178	gm-cube-178	#0a3d68
179	gm-cube-179	#8a4473
180	gm-cube-180	#199b78
181	gm-cube-181	#8abd33
182	gm-cube-182	#f0c010
183	gm-cube-183	#48a37f
184	gm-cube-184	#b4744d
185	gm-cube-185	#5b0260
186	gm-cube-186	#f92a23
187	gm-cube-187	#07976d
188	gm-cube-188	#240920
189	gm-cube-189	#32d4a8
190	gm-cube-190	#4bca8d
191	gm-cube-191	#cfc01b
192	gm-cube-192	#c8062b
193	gm-cube-193	#15c59b
194	gm-cube-194	#7a4dc3
195	gm-cube-195	#b01d03
196	gm-cube-196	#6fcbd7
197	gm-cube-197	#96111d
198	gm-cube-198	#f0f6d3
199	gm-cube-199	#1359a5
200	gm-cube-200	#c81f51
201	gm-cube-201	#589a9d
202	gm-cube-202	#1bcc5b
203	gm-cube-203	#762125
204	gm-cube-204	#8a8370
205	gm-cube-205	#54f387
206	gm-cube-206	#cdfca6
207	gm-cube-207	#233c14
208	gm-cube-208	#831dac
209	gm-cube-209	#0cf011
210	gm-cube-210	#916ce4
211	gm-cube-211	#94e9be
212	gm-cube-212	#e7cbe1
213	gm-cube-213	#f640d8
214	gm-cube-214	#e4e4de
215	gm-cube-215	#6d31dd
216	gm-cube-216	#05dd79
217	gm-cube-217	#f23c60
218	gm-cube-218	#58418a
219	gm-cube-219	#018c84
220	gm-cube-220	#ec70d2
221	gm-cube-221	#fa6f80
222	gm-cube-222	#7e52c1
223	gm-cube-223	#5ccb33
224	gm-cube-224	#9ed852
225	gm-cube-225	#21023a
226	gm-cube-226	#117ea0
227	gm-cube-227	#2f2f2c
228	gm-cube-228	#cf34ce
229	gm-cube-229	#d58285
230	gm-cube-230	#f837a0
231	gm-cube-231	#52f057
232	gm-cube-232	#7d2b27
233	gm-cube-233	#4fb7e1
234	gm-cube-234	#887b0b
235	gm-cube-235	#351761
236	gm-cube-236	#167a32
237	gm-cube-237	#7c9363
238	gm-cube-238	#3d4d65
239	gm-cube-239	#1ec04a
240	gm-cube-240	#176b99
241	gm-cube-241	#c13f2a
242	gm-cube-242	#d17900
243	gm-cube-243	#e350c1
244	gm-cube-244	#fc8e84
245	gm-cube-245	#77cdde
246	gm-cube-246	#ee2b04
247	gm-cube-247	#047cdb
248	gm-cube-248	#50e2a8
249	gm-cube-249	#1baca8
250	gm-cube-250	#cd670c
251	gm-cube-251	#ae7ad2
252	gm-cube-252	#e12010
253	gm-cube-253	#87ed64
254	gm-cube-254	#a0cbee
255	gm-cube-255	#ab9c71
256	gm-cube-256	#140fff
257	gm-cube-257	#08e15e
258	gm-cube-258	#304efe
259	gm-cube-259	#f3a2ba
260	gm-cube-260	#fbcff3
261	gm-cube-261	#352a7f
262	gm-cube-262	#06a490
263	gm-cube-263	#a60cd5
264	gm-cube-264	#75484e
265	gm-cube-265	#54c020
266	gm-cube-266	#258f2a
267	gm-cube-267	#1b7a38
268	gm-cube-268	#39b184
269	gm-cube-269	#f29571
270	gm-cube-270	#a13ad0
271	gm-cube-271	#9259d1
272	gm-cube-272	#368f7a
273	gm-cube-273	#04e834
274	gm-cube-274	#3c8cd4
275	gm-cube-275	#80146b
276	gm-cube-276	#608bcd
277	gm-cube-277	#ad468a
278	gm-cube-278	#0c6305
279	gm-cube-279	#d6c669
280	gm-cube-280	#1f642c
281	gm-cube-281	#141576
282	gm-cube-282	#a9cc90
283	gm-cube-283	#afd412
284	gm-cube-284	#3e1f04
285	gm-cube-285	#e92f23
286	gm-cube-286	#e1618b
287	gm-cube-287	#042ebd
288	gm-cube-288	#a65f16
289	gm-cube-289	#81b56f
290	gm-cube-290	#56719b
291	gm-cube-291	#a1f29e
292	gm-cube-292	#210371
293	gm-cube-293	#9afc82
294	gm-cube-294	#87c354
295	gm-cube-295	#3ec396
296	gm-cube-296	#6e3dc9
297	gm-cube-297	#683088
298	gm-cube-298	#995bc4
299	gm-cube-299	#430dad
300	gm-cube-300	#849085
301	gm-cube-301	#598828
302	gm-cube-302	#2e578b
303	gm-cube-303	#282ec5
304	gm-cube-304	#f7fb21
305	gm-cube-305	#7865f3
306	gm-cube-306	#a3aa69
307	gm-cube-307	#6b9dab
308	gm-cube-308	#e381f7
309	gm-cube-309	#912746
310	gm-cube-310	#f82481
311	gm-cube-311	#3b2dd7
312	gm-cube-312	#5fbd8f
313	gm-cube-313	#9b565c
314	gm-cube-314	#708609
315	gm-cube-315	#b8d0b6
316	gm-cube-316	#c7ef16
317	gm-cube-317	#035093
318	gm-cube-318	#ce6c1b
319	gm-cube-319	#562783
320	gm-cube-320	#9a31ca
321	gm-cube-321	#9f91b4
322	gm-cube-322	#438305
323	gm-cube-323	#b15e19
324	gm-cube-324	#991ade
325	gm-cube-325	#9d000c
326	gm-cube-326	#d37062
327	gm-cube-327	#1a1000
328	gm-cube-328	#8fa6b7
329	gm-cube-329	#a99b97
330	gm-cube-330	#e75a7e
331	gm-cube-331	#cb0e3f
332	gm-cube-332	#66b25c
333	gm-cube-333	#12f3e9
334	gm-cube-334	#50a4a2
335	gm-cube-335	#a44daf
336	gm-cube-336	#d3aa9a
337	gm-cube-337	#bfdd60
338	gm-cube-338	#f5b640
339	gm-cube-339	#8ed0fb
340	gm-cube-340	#51bd3e
341	gm-cube-341	#355c7e
342	gm-cube-342	#010573
343	gm-cube-343	#96f8bc
344	gm-cube-344	#22e13c
345	gm-cube-345	#4eda0b
346	gm-cube-346	#c34800
347	gm-cube-347	#80aa8c
348	gm-cube-348	#e53f5b
349	gm-cube-349	#c7fdb0
350	gm-cube-350	#c6cb4b
351	gm-cube-351	#e48fed
352	gm-cube-352	#f65724
353	gm-cube-353	#698fc1
354	gm-cube-354	#f72432
355	gm-cube-355	#bbc70f
356	gm-cube-356	#231fcb
357	gm-cube-357	#7680d3
358	gm-cube-358	#330dcb
359	gm-cube-359	#bedef6
360	gm-cube-360	#520fb4
361	gm-cube-361	#cfe680
