index	name	color
0	wm-0	#37af56
9001	wm-9001	#b3319f
9002	wm-9002	#3fe110
9003	wm-9003	#ec5a25
9004	wm-9004	#e87bee
9005	wm-9005	#4f1cfd
9006	wm-9006	#0e7900
9007	wm-9007	#18c3ee
9008	wm-9008	#3e3eff
9009	wm-9009	#9a8d3f
9010	wm-9010	#514ffb
9011	wm-9011	#d05458
9012	wm-9012	#8007e0
9013	wm-9013	#de695d
9014	wm-9014	#8c2a7a
9015	wm-9015	#ec7f6b
9016	wm-9016	#6705bf
9017	wm-9017	#577a19
9018	wm-9018	#0bf146
9019	wm-9019	#49819d
9020	wm-9020	#a793f7
9021	wm-9021	#54c4b9
9022	wm-9022	#aec323
9023	wm-9023	#0636a4
9024	wm-9024	#e9f686
9025	wm-9025	#7b8605
9026	wm-9026	#705dd5
9027	wm-9027	#44fe2d
9028	wm-9028	#f7cb22
9029	wm-9029	#dcdbda
9030	wm-9030	#7885a8
9031	wm-9031	#485813
9032	wm-9032	#040b30
9033	wm-9033	#e84e8e
9034	wm-9034	#0673de
9035	wm-9035	#096844
9036	wm-9036	#bb33b8
