index	name	color
9001	wm-9001	#59dbad
9002	wm-9002	#12e401
9003	wm-9003	#2854d4
9004	wm-9004	#ce56a4
9005	wm-9005	#0607d5
9006	wm-9006	#2e207d
9007	wm-9007	#81bc8c
9008	wm-9008	#2bf392
9009	wm-9009	#abc17d
9010	wm-9010	#176e7a
9011	wm-9011	#387175
9012	wm-9012	#79e637
9013	wm-9013	#3efab1
9014	wm-9014	#a19d69
9015	wm-9015	#2966b2
9016	wm-9016	#9ab9dd
9017	wm-9017	#4ddd98
9018	wm-9018	#4535f1
9019	wm-9019	#a97905
9020	wm-9020	#9c942b
9021	wm-9021	#4a4149
9022	wm-9022	#70236e
9023	wm-9023	#450fa8
9024	wm-9024	#af8a3c
9025	wm-9025	#914137
9026	wm-9026	#ebb9a4
9027	wm-9027	#efa21c
9028	wm-9028	#528da1
9029	wm-9029	#4266eb
9030	wm-9030	#cd1321
9031	wm-9031	#8072f3
9032	wm-9032	#9c5afd
9033	wm-9033	#644eca
9034	wm-9034	#169948
9035	wm-9035	#c529cf
9036	wm-9036	#e2d857
9037	wm-9037	#4c3c10
9038	wm-9038	#56cd63
9039	wm-9039	#1d06c9
9040	wm-9040	#75fd99
9041	wm-9041	#bd0ad2
9042	wm-9042	#f84bf9
9043	wm-9043	#bc8b32
9044	wm-9044	#ad837d
9045	wm-9045	#6bfbbc
9046	wm-9046	#740cc7
9047	wm-9047	#66bf5f
9048	wm-9048	#9eafe8
9049	wm-9049	#313042
9050	wm-9050	#e8122e
9051	wm-9051	#729d94
9052	wm-9052	#590a3a
9053	wm-9053	#0a2e8e
9054	wm-9054	#8e4aa6
9055	wm-9055	#e39495
9056	wm-9056	#68b861
9057	wm-9057	#36f2cc
9058	wm-9058	#62df51
9059	wm-9059	#b847cb
9060	wm-9060	#7e48b6
9061	wm-9061	#8f8b7b
9062	wm-9062	#bfb313
9063	wm-9063	#9dfad4
9064	wm-9064	#979224
9065	wm-9065	#634c25
9066	wm-9066	#1a8cae
9067	wm-9067	#c0f10b
9068	wm-9068	#80989e
9069	wm-9069	#31d4f3
9070	wm-9070	#17e6b9
9071	wm-9071	#e56bd3
9072	wm-9072	#eca30b
9073	wm-9073	#7f14ad
9074	wm-9074	#1c4cb3
9075	wm-9075	#98cd32
9076	wm-9076	#0a927b
9077	wm-9077	#f8c75a
9078	wm-9078	#fa8da0
9079	wm-9079	#090b23
9080	wm-9080	#0e1aa0
9081	wm-9081	#98f706
9082	wm-9082	#dde245
9083	wm-9083	#fd2eed
9084	wm-9084	#4dab35
9085	wm-9085	#7e3f00
9086	wm-9086	#c33a29
9087	wm-9087	#e07e15
9088	wm-9088	#03c597
9089	wm-9089	#64aacb
9090	wm-9090	#a55d3a
9091	wm-9091	#620c85
9092	wm-9092	#6774a0
9093	wm-9093	#76001c
9094	wm-9094	#2ee6f9
9095	wm-9095	#d3480c
9096	wm-9096	#179780
9097	wm-9097	#488d6a
9098	wm-9098	#6758ef
9099	wm-9099	#0a6c60
9100	wm-9100	#5c73d8
9101	wm-9101	#33c058
9102	wm-9102	#aded6f
9103	wm-9103	#b2c5d4
9104	wm-9104	#a5c1b2
9105	wm-9105	#122081
9106	wm-9106	#0b6c30
9107	wm-9107	#f2148f
9108	wm-9108	#d57d25
9109	wm-9109	#3821b6
9110	wm-9110	#0c999d
9111	wm-9111	#9fc0f8
9112	wm-9112	#d8b1b9
9113	wm-9113	#9ad81b
9114	wm-9114	#73dc5b
9115	wm-9115	#ef5c57
9116	wm-9116	#fbb72e
9117	wm-9117	#7a1abc
9118	wm-9118	#3882e0
9119	wm-9119	#7a9aba
9120	wm-9120	#c26a59
9121	wm-9121	#8d2e65
9122	wm-9122	#802b4a
9123	wm-9123	#00e82c
9124	wm-9124	#8a0e76
9125	wm-9125	#4115c6
9126	wm-9126	#657458
9127	wm-9127	#6f7cca
9128	wm-9128	#89cfd4
9129	wm-9129	#893186
9130	wm-9130	#287df6
9131	wm-9131	#ca6bef
9132	wm-9132	#07a037
9133	wm-9133	#2ce992
9134	wm-9134	#5fa6ba
9135	wm-9135	#db3a01
9136	wm-9136	#b3902d
9137	wm-9137	#178323
9138	wm-9138	#7f9aa5
9139	wm-9139	#fb8c6d
9140	wm-9140	#5e9c72
9141	wm-9141	#3e6720
9142	wm-9142	#6b0cb3
